INFO 2022-07-03 12:18:33,153 test
INFO 2022-07-07 14:48:46,347 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:48:46,347 ok
INFO 2022-07-07 14:48:58,487 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:48:58,487 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:48:58,487 ok
INFO 2022-07-07 14:49:25,148 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:49:25,148 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:49:25,148 ok
INFO 2022-07-07 14:49:40,245 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:49:40,245 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:49:40,261 ok
INFO 2022-07-07 14:49:46,482 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:49:46,482 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:49:46,482 ok
INFO 2022-07-07 14:50:39,871 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:50:39,871 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:50:39,871 ok
INFO 2022-07-07 14:50:54,734 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:50:54,734 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:50:54,734 ok
INFO 2022-07-07 14:51:12,380 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:51:12,380 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:51:12,380 ok
INFO 2022-07-07 14:51:32,230 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 14:51:32,230 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 14:51:32,230 ok
INFO 2022-07-07 22:08:55,139 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 22:08:55,139 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
ERROR 2022-07-07 22:08:55,139 unsupported operand type(s) for +: 'int' and 'list'
INFO 2022-07-07 22:09:24,511 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 22:09:24,511 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
ERROR 2022-07-07 22:09:24,511 unsupported operand type(s) for +: 'int' and 'list'
INFO 2022-07-07 22:10:04,155 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 22:10:04,155 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 22:10:23,618 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 22:10:23,618 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
ERROR 2022-07-07 22:10:23,619 'assignment3' object has no attribute 'li'
INFO 2022-07-07 22:10:28,780 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 22:10:28,780 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
ERROR 2022-07-07 22:10:28,780 'assignment3' object has no attribute 'li'
INFO 2022-07-07 22:10:41,815 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 22:10:41,815 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 22:10:41,816 [1, 2, 3, 4, 2, 3, 4, 5, 6, 3, 4, 5, 6, 7, 45, 4, 5, 23, 3, 6, 7, 8]
INFO 2022-07-07 22:11:05,835 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 22:11:05,835 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 22:11:05,835 [1, 2, 3, 4, 2, 3, 4, 5, 6, 3, 4, 5, 6, 7, 45, 4, 5, 23, 3, 6, 7, 8]
INFO 2022-07-07 22:11:18,427 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 22:11:18,427 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 22:11:18,427 [1, 2, 3, 4, 2, 3, 4, 5, 6, 3, 4, 5, 6, 7, 45, 4, 5, 23, 3, 6, 7, 8]
INFO 2022-07-07 22:11:18,427 156
INFO 2022-07-07 22:19:34,153 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 22:19:34,153 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 22:20:08,350 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 22:20:08,350 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 22:20:26,425 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 22:20:26,425 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 22:21:33,635 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 22:21:33,635 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 22:21:59,740 sample data::this is My First Python programming class and i am learNING python string and its function
INFO 2022-07-07 22:21:59,740 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 22:27:20,929 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 22:27:20,929 [1, 3, 3, 5, 3, 5, 7, 45, 5, 23]
INFO 2022-07-07 22:28:05,255 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 22:28:05,255 [1, 3, 3, 5, 3, 5, 7, 45, 5, 23]
INFO 2022-07-07 22:28:36,679 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 22:28:46,099 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 22:28:46,099 ['ineuron', 'ineuron']
INFO 2022-07-07 22:39:45,539 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 22:39:45,539 ['ineuron', 'ineuron']
INFO 2022-07-07 22:40:06,874 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
ERROR 2022-07-07 22:40:06,874 'assignment3' object has no attribute 'li1'
INFO 2022-07-07 22:40:29,011 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 22:41:07,954 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 22:41:26,560 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 22:41:56,467 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 22:42:57,472 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
INFO 2022-07-07 22:53:09,575 [3, 4, 5, 6, 7, [23, 456, 67, 8, 78, 78], [345, 56, 87, 8, 98, 9], (234, 6657, 6), {'key1': 'sudh', 234: [23, 45, 656]}]
